transaction_id,user_id,book_id,transaction_type,transaction_date
TXN_00277,USR_473,BOK_024,paperback_purchase,2025-11-13
TXN_00278,USR_231,BOK_254,ebook_rental,2026-03-27
TXN_00279,USR_134,BOK_142,ebook_rental,2026-02-19
TXN_00280,USR_257,BOK_094,paperback_purchase,2023-10-18
TXN_00281,USR_210,BOK_110,paperback_purchase,2025-01-15
TXN_00282,USR_245,BOK_9999,audiobook_rental,2023-09-15
TXN_00283,USR_373,BOK_041,paperback_purchase,2024-07-25
TXN_00284,USR_479,BOK_192,ebook_rental,2025-06-08
TXN_00285,USR_196,BOK_095,ebook_rental,2025-12-13
TXN_00286,USR_462,BOK_294,paperback_purchase,2026-01-10
TXN_00287,USR_108,BOK_031,ebook_rental,2026-04-25
TXN_00288,USR_244,BOK_019,ebook_rental,2026-01-05
TXN_00289,USR_068,BOK_068,audiobook_rental,2026-04-01
TXN_00290,USR_218,BOK_110,paperback_purchase,2026.02.25
TXN_00291,USR_028,BOK_023,audiobook_rental,2025-05-02
TXN_00292,USR_489,BOK_257,audiobook_rental,2026-04-13
TXN_00293,USR_077,BOK_004,ebook_rental,2025-08-25
TXN_00294,USR_336,BOK_053,ebook_rental,2025-08-14
TXN_00295,USR_053,BOK_102,audiobook_rental,2026-04-17
TXN_00296,USR_156,BOK_101,paperback_purchase,2026-06-04
TXN_00297,USR_197,BOK_234,paperback_purchase,2024-10-18
TXN_00298,USR_029,BOK_245,audiobook_rental,2025-02-14
TXN_00299,USR_185,BOK_147,ebook_rental,2024-07-17
TXN_00300,USR_477,BOK_120,audiobook_rental,2025-11-03
TXN_00301,USR_203,BOK_182,ebook_rental,2025-12-13
TXN_00302,USR_343,BOK_041,paperback_purchase,2024-07-10
TXN_00303,USR_457,BOK_258,ebook_rental,2026-02-02
TXN_00304,USR_228,BOK_295,paperback_purchase,2026-06-02
TXN_00305,USR_041,BOK_125,audiobook_rental,2026-03-31
TXN_00306,USR_314,BOK_120,audiobook_rental,2026-02-24
TXN_00307,USR_155,BOK_295,paperback_purchase,2025-06-16
TXN_00308,USR_187,BOK_017,paperback_purchase,2025-10-21
TXN_00309,USR_431,BOK_172,ebook_rental,2023-08-12
TXN_00310,USR_270,BOK_115,paperback_purchase,2023-03-27
TXN_00311,USR_290,BOK_155,audiobook_rental,2026-01-29
TXN_00312,USR_252,BOK_205,audiobook_rental,2026-05-28
TXN_00313,USR_022,BOK_172,ebook_rental,2026-01-23
TXN_00314,USR_444,BOK_295,paperback_purchase,2025-01-06
TXN_00315,USR_253,BOK_030,ebook_rental,2026-04-06
TXN_00316,USR_036,BOK_110,paperback_purchase,2025-12-10
TXN_00317,USR_186,BOK_150,audiobook_rental,2025-08-24
TXN_00318,USR_175,BOK_245,audiobook_rental,2026-05-03
TXN_00319,USR_103,BOK_244,ebook_rental,2024-02-11
TXN_00320,USR_164,BOK_039,ebook_rental,2026-04-17
TXN_00321,USR_267,BOK_091,ebook_rental,2025-04-21
TXN_00322,USR_087,BOK_119,audiobook_rental,2025-05-12
TXN_00323,USR_006,BOK_026,ebook_rental,2026-03-03
TXN_00324,USR_466,BOK_172,ebook_rental,2025-11-12
TXN_00325,USR_468,BOK_056,paperback_purchase,2025-12-16
TXN_00326,USR_391,BOK_083,audiobook_rental,2026-04-01
TXN_00327,USR_478,BOK_174,ebook_rental,2024-01-11
TXN_00328,USR_295,BOK_258,ebook_rental,2026-03-25
TXN_00329,USR_143,BOK_090,audiobook_rental,2023-11-01
TXN_00330,USR_032,BOK_155,audiobook_rental,2025-07-10
TXN_00331,USR_014,BOK_189,paperback_purchase,2026-07-20
TXN_00332,USR_268,BOK_237,paperback_purchase,2025-11-22
TXN_00333,USR_116,BOK_230,ebook_rental,2026-02-24
TXN_00334,USR_331,BOK_275,audiobook_rental,2024-12-18
TXN_00335,USR_274,BOK_XYZ,audiobook_rental,2025-11-28
TXN_00336,USR_476,BOK_141,paperback_purchase,2025-02-09
TXN_00337,USR_430,BOK_142,ebook_rental,2024-07-06
TXN_00338,USR_236,BOK_239,audiobook_rental,2026-05-21
TXN_00339,USR_212,BOK_216,audiobook_rental,2026-01-26
TXN_00340,USR_177,BOK_128,paperback_purchase,2026-02-10
TXN_00341,USR_419,BOK_197,audiobook_rental,2026-04-10
TXN_00342,USR_321,BOK_056,paperback_purchase,2025-12-17
TXN_00343,USR_242,BOK_227,ebook_rental,2024-11-17
TXN_00344,USR_183,BOK_056,paperback_purchase,2025-12-26
TXN_00345,USR_326,BOK_056,paperback_purchase,2023-12-23
TXN_00346,USR_173,BOK_080,ebook_rental,2026-04-07
TXN_00347,USR_150,BOK_110,paperback_purchase,2023-02-22
TXN_00348,USR_194,BOK_065,paperback_purchase,2026-01-05
TXN_00349,USR_470,BOK_216,audiobook_rental,2025-07-25
TXN_00350,USR_272,BOK_172,ebook_rental,2026-05-05
TXN_00351,USR_307,BOK_115,paperback_purchase,2024-09-18
TXN_00352,USR_065,BOK_294,paperback_purchase,2026-03-20
TXN_00353,USR_483,BOK_249,audiobook_rental,2026-03-10
TXN_00354,USR_496,BOK_249,audiobook_rental,
TXN_00355,USR_481,BOK_094,paperback_purchase,2026-05-09
TXN_00356,USR_458,BOK_114,paperback_purchase,2024-11-11
TXN_00357,USR_401,BOK_039,ebook_rental,2024-03-04
TXN_00358,USR_271,BOK_078,paperback_purchase,2024-08-05
TXN_00359,USR_020,BOK_249,audiobook_rental,2024-11-14
TXN_00360,USR_350,BOK_020,paperback_purchase,2023-09-07
TXN_00361,USR_288,BOK_172,ebook_rental,2024-12-09
TXN_00362,USR_382,BOK_137,audiobook_rental,2024-01-16
TXN_00363,USR_495,BOK_179,paperback_purchase,2026-02-11
TXN_00364,USR_297,BOK_294,paperback_purchase,2024-11-03
TXN_00365,USR_440,BOK_165,ebook_rental,2026-01-04
TXN_00366,USR_445,BOK_237,paperback_purchase,2025-08-16
TXN_00367,USR_081,BOK_193,paperback_purchase,2026-06-01
TXN_00368,USR_199,BOK_148,audiobook_rental,2025-04-08
TXN_00369,USR_443,BOK_214,paperback_purchase,2025-12-26
TXN_00370,USR_347,BOK_275,audiobook_rental,2025-03-06
TXN_00371,USR_374,BOK_070,ebook_rental,2025-04-08
TXN_00372,USR_232,BOK_094,paperback_purchase,2026-05-21
TXN_00373,USR_383,BOK_056,paperback_purchase,2025-09-17
TXN_00374,USR_9999,BOK_242,ebook_rental,2026-04-11
TXN_00375,USR_334,BOK_155,audiobook_rental,2024-06-20
TXN_00376,USR_141,BOK_110,paperback_purchase,2025-12-02
TXN_00377,USR_075,BOK_065,paperback_purchase,2026-01-16
TXN_00378,USR_488,BOK_257,audiobook_rental,2025-05-29
TXN_00379,USR_104,BOK_172,ebook_rental,2025-11-17
TXN_00380,USR_049,BOK_150,audiobook_rental,2026-03-30
TXN_00381,USR_001,BOK_141,paperback_purchase,2024-01-01
TXN_00382,USR_001,BOK_295,paperback_purchase,2024-03-05
TXN_00383,USR_001,BOK_094,paperback_purchase,2025-06-07
TXN_00384,USR_001,BOK_094,paperback_purchase,2025-08-04
TXN_00385,USR_001,BOK_094,paperback_purchase,2026-02-14
TXN_00386,USR_002,BOK_190,ebook_rental,2024-02-09
TXN_00387,USR_002,BOK_197,audiobook_rental,2024-02-20
TXN_00388,USR_002,BOK_175,ebook_rental,2025-02-22
TXN_00389,USR_002,BOK_143,ebook_rental,2025-06-26
TXN_00390,USR_002,BOK_177,ebook_rental,2025-08-17
TXN_00391,USR_002,BOK_110,paperback_purchase,2026-01-26
TXN_00392,USR_002,BOK_196,ebook_rental,2026-02-10
TXN_00393,USR_002,BOK_128,paperback_purchase,2026-04-28
TXN_00394,USR_003,BOK_083,audiobook_rental,2023-04-22
TXN_00395,USR_003,BOK_019,ebook_rental,2023-09-28
TXN_00396,USR_003,BOK_019,ebook_rental,
TXN_00397,USR_004,BOK_238,paperback_purchase,2024-06-04
TXN_00398,USR_004,BOK_017,paperback_purchase,2025-04-11
TXN_00399,USR_004,BOK_190,ebook_rental,2025-05-17
TXN_00400,USR_004,BOK_020,paperback_purchase,2025-08-26
TXN_00401,USR_004,BOK_264,ebook_rental,2025-11-16
TXN_00402,USR_004,BOK_148,audiobook_rental,2026-03-19
TXN_00403,USR_005,BOK_237,paperback_purchase,2026-02-06
TXN_00404,USR_005,BOK_141,paperback_purchase,2026-03-04
TXN_00405,USR_005,BOK_224,audiobook_rental,2026-04-06
TXN_00406,USR_007,BOK_262,ebook_rental,2025-03-04
TXN_00407,USR_007,BOK_086,ebook_rental,2025-04-28
TXN_00408,USR_007,BOK_171,paperback_purchase,2025-06-10
TXN_00409,USR_007,BOK_011,paperback_purchase,2025-06-24
TXN_00410,USR_007,BOK_047,paperback_purchase,2026-05-08
TXN_00411,USR_008,BOK_023,audiobook_rental,2025-07-31
TXN_00412,USR_008,BOK_088,paperback_purchase,2025-09-15
TXN_00413,USR_008,BOK_017,paperback_purchase,2026-01-05
TXN_00414,USR_008,BOK_102,audiobook_rental,2026-02-10
TXN_00415,USR_008,BOK_017,paperback_purchase,2026-02-16
TXN_00416,USR_008,BOK_222,ebook_rental,2026-03-19
TXN_00417,USR_011,BOK_034,audiobook_rental,2023-08-19
TXN_00418,USR_011,BOK_256,audiobook_rental,2023-11-24
TXN_00419,USR_011,BOK_197,audiobook_rental,2023-12-20
TXN_00420,USR_011,BOK_262,ebook_rental,02/01/2024
TXN_00421,USR_011,BOK_203,audiobook_rental,2024-03-22
TXN_00422,USR_011,BOK_150,audiobook_rental,2025-03-01
TXN_00423,USR_012,BOK_147,ebook_rental,2025-02-08
TXN_00424,USR_012,BOK_147,ebook_rental,2025-06-16
TXN_00425,USR_012,BOK_009,paperback_purchase,2025-07-09
TXN_00426,USR_012,BOK_097,ebook_rental,2026-01-17
TXN_00427,USR_012,BOK_130,audiobook_rental,2026-03-21
