user_id,book_id,predicted_score,rank
U0327,BOK_009,4.488176579107407,8
U0327,BOK_234,4.461853888672243,9
U0327,BOK_056,4.456981546346433,10
U0012,BOK_056,4.556075725480629,1
U0012,BOK_117,4.375342934548582,2
U0012,BOK_094,4.350606222434504,3
U0012,BOK_024,4.314905404016375,4
U0012,BOK_238,4.275739632754006,5
U0012,BOK_141,4.229651538035318,6
U0012,BOK_110,4.22219812468606,7
U0012,BOK_295,4.2017232795707775,8
U0012,BOK_128,4.177142738315671,9
U0012,BOK_294,4.148973000878824,10
U0268,BOK_110,5.0,1
U0268,BOK_133,5.0,2
U0268,BOK_237,5.0,3
U0268,BOK_295,5.0,4
U0268,BOK_009,5.0,5
U0268,BOK_294,5.0,6
U0268,BOK_238,5.0,7
U0268,BOK_214,5.0,8
U0268,BOK_020,5.0,9
U0268,BOK_167,5.0,10
U0312,BOK_295,4.530434678581751,1
U0312,BOK_056,4.4728538917661265,2
U0312,BOK_117,4.407811498361051,3
U0312,BOK_110,4.353899845988387,4
U0312,BOK_237,4.246038924456437,5
U0312,BOK_094,4.180036681638718,6
U0312,BOK_035,4.178967919795338,7
U0312,BOK_009,4.130411742302511,8
U0312,BOK_294,4.129948610947193,9
U0312,BOK_088,4.110842185960914,10
U0271,BOK_110,4.761727833387965,1
U0271,BOK_238,4.746852466911271,2
U0271,BOK_295,4.651497854228158,3
U0271,BOK_128,4.616613179062769,4
U0271,BOK_094,4.573282009062097,5
U0271,BOK_056,4.551425827799663,6
U0271,BOK_117,4.544389382988146,7
U0271,BOK_088,4.541346579732825,8
U0271,BOK_009,4.525465764013782,9
U0271,BOK_237,4.511064561762064,10
U0249,BOK_295,4.506532954320333,1
U0249,BOK_117,4.403532351822675,2
U0249,BOK_110,4.364998956707483,3
U0249,BOK_294,4.288497324543018,4
U0249,BOK_167,4.224155172749273,5
U0249,BOK_094,4.223725462032249,6
U0249,BOK_238,4.213932405104509,7
U0249,BOK_009,4.210236442404491,8
U0249,BOK_056,4.208938015023802,9
U0249,BOK_237,4.188739453062124,10
U0439,BOK_056,5.0,1
U0439,BOK_117,4.8565568309112415,2
U0439,BOK_295,4.779250329257897,3
U0439,BOK_017,4.732976363788082,4
U0439,BOK_133,4.727148474424087,5
U0439,BOK_167,4.677717219071286,6
U0439,BOK_110,4.664125532005311,7
U0439,BOK_237,4.6520385638570385,8
U0439,BOK_009,4.640248222422214,9
U0439,BOK_294,4.635859385665245,10
U0191,BOK_056,4.884998513523278,1
U0191,BOK_094,4.682458064267039,2
U0191,BOK_117,4.6793349286434776,3
U0191,BOK_294,4.6538281202846115,4
U0191,BOK_238,4.630896755532305,5
U0191,BOK_295,4.573428125961463,6
U0191,BOK_237,4.49692052642013,7
U0191,BOK_088,4.49261200835179,8
U0191,BOK_273,4.467794411025404,9
U0191,BOK_035,4.441147374527136,10
U0270,BOK_295,4.4405102149390165,1
U0270,BOK_056,4.354079087268582,2
U0270,BOK_117,4.338060416913015,3
U0270,BOK_234,4.246587643036067,4
U0270,BOK_110,4.237355859469733,5
U0270,BOK_237,4.212042937954217,6
U0270,BOK_294,4.173784392258686,7
U0270,BOK_088,4.100577242286862,8
U0270,BOK_009,4.082249852471273,9
U0270,BOK_128,4.056569727996192,10
U0298,BOK_110,5.0,1
U0298,BOK_115,5.0,2
U0298,BOK_133,5.0,3
U0298,BOK_299,5.0,4
U0298,BOK_237,5.0,5
U0298,BOK_295,5.0,6
U0298,BOK_009,5.0,7
U0298,BOK_294,5.0,8
U0298,BOK_101,5.0,9
U0298,BOK_238,5.0,10
U0259,BOK_117,4.232614366939346,1
U0259,BOK_056,4.2211073788437865,2
U0259,BOK_295,4.192847516605361,3
U0259,BOK_294,4.161855785425327,4
U0259,BOK_167,4.129471151965978,5
U0259,BOK_017,4.115323771073249,6
U0259,BOK_238,4.106797018162688,7
U0259,BOK_234,4.101353913549159,8
U0259,BOK_299,4.0467844880521975,9
U0259,BOK_110,4.046633472719947,10
U0139,BOK_056,4.770682500171955,1
U0139,BOK_110,4.582330655207269,2
U0139,BOK_294,4.480920270076082,3
U0139,BOK_167,4.480612869066604,4
U0139,BOK_094,4.450801118157894,5
U0139,BOK_295,4.449113296362448,6
U0139,BOK_237,4.366623477828269,7
U0139,BOK_017,4.322458603976665,8
U0139,BOK_035,4.293907197056722,9
U0139,BOK_141,4.290262844295399,10
U0305,BOK_295,5.0,1
U0305,BOK_294,5.0,2
U0305,BOK_056,5.0,3
U0305,BOK_094,5.0,4
U0305,BOK_110,4.996044130849549,5
U0305,BOK_117,4.984926540909125,6
U0305,BOK_193,4.92849234444975,7
U0305,BOK_141,4.853358049796763,8
U0305,BOK_167,4.8309565248922794,9
U0305,BOK_237,4.806346548858855,10
U0339,BOK_295,4.743029068361822,1
U0339,BOK_110,4.6500153605068,2
U0339,BOK_117,4.615327401518101,3
U0339,BOK_094,4.602216871111991,4
U0339,BOK_238,4.599700592305474,5
U0339,BOK_237,4.511709146153553,6
U0339,BOK_273,4.509188226873942,7
U0339,BOK_056,4.493594019018924,8
U0339,BOK_009,4.457199610003323,9
U0339,BOK_141,4.451184991508638,10
U0069,BOK_110,5.0,1
U0069,BOK_237,5.0,2
U0069,BOK_295,5.0,3
U0069,BOK_294,5.0,4
U0069,BOK_238,5.0,5
U0069,BOK_273,5.0,6
U0069,BOK_167,5.0,7
U0069,BOK_024,5.0,8
U0069,BOK_193,5.0,9
U0069,BOK_056,5.0,10
U0481,BOK_110,4.731287113341442,1
U0481,BOK_056,4.5884078951518585,2
U0481,BOK_094,4.5356082877028125,3
U0481,BOK_167,4.5254132473207695,4
U0481,BOK_117,4.51149847111882,5
U0481,BOK_295,4.480917258724171,6
U0481,BOK_294,4.469176081507366,7
U0481,BOK_017,4.390739785100358,8
U0481,BOK_024,4.388132477073306,9
U0481,BOK_273,4.371809708750461,10
U0497,BOK_110,5.0,1
U0497,BOK_133,5.0,2
U0497,BOK_299,5.0,3
U0497,BOK_237,5.0,4
U0497,BOK_295,5.0,5
U0497,BOK_009,5.0,6
U0497,BOK_294,5.0,7
U0497,BOK_101,5.0,8
U0497,BOK_238,5.0,9
U0497,BOK_214,5.0,10
U0121,BOK_056,4.645634882008718,1
U0121,BOK_117,4.608451641753004,2
U0121,BOK_094,4.537425192900878,3
U0121,BOK_128,4.508997208303865,4
U0121,BOK_238,4.481961999618056,5
U0121,BOK_110,4.462733231515277,6
U0121,BOK_101,4.4203590839245495,7
U0121,BOK_294,4.400932536368361,8
U0121,BOK_273,4.383041908879253,9
U0121,BOK_295,4.34859766721405,10
U0372,BOK_056,4.876780495513963,1
U0372,BOK_094,4.610154980809422,2
U0372,BOK_141,4.580785957107667,3
U0372,BOK_295,4.57056656674474,4
U0372,BOK_294,4.54369520257556,5
U0372,BOK_110,4.543390477941714,6
U0372,BOK_133,4.537640799190888,7
U0372,BOK_117,4.535622260260674,8
U0372,BOK_167,4.523940478877115,9
U0372,BOK_238,4.479504635727486,10
U0314,BOK_056,4.592737548036819,1
U0314,BOK_110,4.454158340531182,2
U0314,BOK_094,4.379381193885614,3
U0314,BOK_117,4.32510725443483,4
U0314,BOK_295,4.310979692979128,5
U0314,BOK_101,4.289736452291212,6
U0314,BOK_234,4.260595414159188,7
U0314,BOK_009,4.249631180857089,8
U0314,BOK_238,4.245415449216454,9
U0314,BOK_088,4.232655115358975,10
U0489,BOK_056,4.514588253304385,1
U0489,BOK_110,4.496026377362352,2
U0489,BOK_117,4.4368886561808925,3
U0489,BOK_295,4.334802657393152,4
U0489,BOK_193,4.312554053023567,5
U0489,BOK_094,4.2992154546823755,6
U0489,BOK_133,4.272088462399701,7
U0489,BOK_017,4.270793410802809,8
U0489,BOK_237,4.268258120696546,9
U0489,BOK_294,4.264411911256752,10
U0401,BOK_056,5.0,1
U0401,BOK_295,4.953637509140374,2
U0401,BOK_094,4.936574167204457,3
U0401,BOK_110,4.898010675591456,4
U0401,BOK_273,4.8970659263860465,5
U0401,BOK_009,4.86344221427016,6
U0401,BOK_017,4.842253289353,7
U0401,BOK_117,4.812680972022825,8
U0401,BOK_193,4.802136880783692,9
U0401,BOK_167,4.769525958990981,10
U0303,BOK_295,4.352715801750121,1
U0303,BOK_056,4.274368020002327,2
U0303,BOK_117,4.167506695878563,3
U0303,BOK_110,4.154443819683683,4
U0303,BOK_294,4.140504344410857,5
U0303,BOK_009,4.111804371605792,6
U0303,BOK_011,4.082644067272075,7
U0303,BOK_238,4.079756023731159,8
U0303,BOK_141,4.062475089950133,9
U0303,BOK_101,4.018656598335036,10
U0256,BOK_056,4.2463740870009135,1
U0256,BOK_294,4.07040986088244,2
U0256,BOK_110,4.034473604264057,3
U0256,BOK_237,4.013418426470671,4
U0256,BOK_117,3.9782011833022883,5
U0256,BOK_094,3.9100789422018503,6
U0256,BOK_295,3.8577120334156834,7
U0256,BOK_193,3.840789443571924,8
U0256,BOK_141,3.8144895582242904,9
U0256,BOK_234,3.810123048345221,10
U0128,BOK_295,5.0,1
U0128,BOK_294,5.0,2
U0128,BOK_238,5.0,3
U0128,BOK_024,5.0,4
U0128,BOK_117,5.0,5
U0128,BOK_056,4.99873822232802,6
U0128,BOK_133,4.975074707193274,7
U0128,BOK_234,4.960148841028129,8
U0128,BOK_088,4.9425909050915395,9
U0128,BOK_299,4.918877892021928,10
U0353,BOK_056,4.575964010382018,1
U0353,BOK_294,4.4376725574696,2
U0353,BOK_110,4.43514632622312,3
U0353,BOK_094,4.432056140855833,4
U0353,BOK_238,4.359527944951443,5
U0353,BOK_295,4.356518848041854,6
U0353,BOK_117,4.294459586271768,7
U0353,BOK_141,4.278575915265554,8
U0353,BOK_237,4.274477005583827,9
U0353,BOK_167,4.239502006049655,10
U0113,BOK_056,4.462435540511234,1
U0113,BOK_295,4.319046358553624,2
U0113,BOK_094,4.2959051737512794,3
U0113,BOK_133,4.217313178380197,4
U0113,BOK_117,4.195718641655735,5
U0113,BOK_110,4.167997604697932,6
U0113,BOK_294,4.155665161706681,7
U0113,BOK_273,4.152350285061047,8
U0113,BOK_167,4.148799115279139,9
U0113,BOK_237,4.1287586496055315,10
U0110,BOK_056,5.0,1
U0110,BOK_294,4.862651867272612,2
U0110,BOK_110,4.851898719092025,3
U0110,BOK_295,4.8422146341637955,4
U0110,BOK_141,4.829826745913593,5
U0110,BOK_234,4.779448987802673,6
U0110,BOK_094,4.774522891589871,7
U0110,BOK_117,4.7469639052469645,8
U0110,BOK_128,4.695831386354865,9
U0110,BOK_237,4.617422168508665,10
U0461,BOK_110,5.0,1
U0461,BOK_295,5.0,2
U0461,BOK_294,5.0,3
U0461,BOK_101,5.0,4
U0461,BOK_238,5.0,5
U0461,BOK_193,5.0,6
U0461,BOK_056,5.0,7
U0461,BOK_094,5.0,8
U0461,BOK_141,5.0,9
U0461,BOK_234,5.0,10
U0423,BOK_056,4.420029526779732,1
U0423,BOK_295,4.366766534043024,2
U0423,BOK_238,4.366572848152618,3
U0423,BOK_094,4.266079048312304,4
U0423,BOK_237,4.246765920642,5
U0423,BOK_117,4.21001215582043,6
U0423,BOK_110,4.197332363442323,7
U0423,BOK_017,4.1774304974731065,8
U0423,BOK_101,4.137942614597501,9
U0423,BOK_133,4.1338174987007195,10
U0154,BOK_056,4.935035167136436,1
U0154,BOK_117,4.739146257182644,2
U0154,BOK_295,4.716477056916323,3
U0154,BOK_110,4.702934685161927,4
U0154,BOK_237,4.669885098332735,5
U0154,BOK_094,4.6262496420619295,6
U0154,BOK_009,4.569047565633512,7
U0154,BOK_020,4.517853405622986,8
U0154,BOK_017,4.498945482156496,9
U0154,BOK_167,4.484067728012327,10
U0475,BOK_056,4.942178270111595,1
U0475,BOK_295,4.842162026192786,2
U0475,BOK_110,4.732341972592363,3
U0475,BOK_094,4.695388449237585,4
U0475,BOK_024,4.638029249341731,5
U0475,BOK_009,4.611732787907447,6
U0475,BOK_167,4.606650783567148,7
U0475,BOK_294,4.5905117469741645,8
U0475,BOK_141,4.575325285162835,9
U0475,BOK_117,4.543607717577803,10
U0176,BOK_056,4.653286804765065,1
U0176,BOK_110,4.457549041566921,2
U0176,BOK_295,4.437526030285009,3
U0176,BOK_017,4.418369934614377,4
U0176,BOK_009,4.412467227745257,5
U0176,BOK_141,4.335601114380124,6
U0176,BOK_237,4.3052132983211004,7
U0176,BOK_273,4.240329884513533,8
U0176,BOK_167,4.239132167987159,9
U0176,BOK_234,4.210930337980083,10
U0452,BOK_056,4.915677218623966,1
U0452,BOK_295,4.736008559443446,2
U0452,BOK_238,4.7345149898550964,3
U0452,BOK_009,4.691645150720936,4
U0452,BOK_094,4.675451413537041,5
U0452,BOK_101,4.650200274310075,6
U0452,BOK_110,4.639864335364392,7
U0452,BOK_117,4.591561917811387,8
U0452,BOK_193,4.589409146924111,9
U0452,BOK_237,4.550642667337398,10
U0359,BOK_056,4.143775467781651,1
U0359,BOK_110,4.086310210706263,2
U0359,BOK_295,4.073983280462738,3
U0359,BOK_167,4.0081734700618155,4
U0359,BOK_017,3.9833058453375276,5
U0359,BOK_294,3.9454516988780006,6
U0359,BOK_101,3.933146783859105,7
U0359,BOK_128,3.8869967929959084,8
U0359,BOK_035,3.857407679396483,9
U0359,BOK_094,3.839447978339414,10
U0487,BOK_294,5.0,1
U0487,BOK_056,5.0,2
U0487,BOK_141,5.0,3
U0487,BOK_117,5.0,4
U0487,BOK_009,4.9794744565205065,5
U0487,BOK_238,4.930937433174105,6
U0487,BOK_237,4.925759315393788,7
U0487,BOK_295,4.862032969645705,8
U0487,BOK_088,4.826095873950063,9
U0487,BOK_011,4.790588837654548,10
U0337,BOK_117,4.511027154379176,1
U0337,BOK_056,4.447793708614515,2
U0337,BOK_238,4.418784563834675,3
U0337,BOK_094,4.39878807710113,4
U0337,BOK_234,4.362405229764003,5
U0337,BOK_009,4.322248504380094,6
U0337,BOK_295,4.318158681518373,7
U0337,BOK_141,4.306989129719456,8
U0337,BOK_294,4.300080819189607,9
U0337,BOK_133,4.291237371846405,10
U0343,BOK_056,5.0,1
U0343,BOK_238,4.893168613982389,2
U0343,BOK_167,4.882037645128903,3
U0343,BOK_094,4.875534692568466,4
U0343,BOK_295,4.853066596710682,5
U0343,BOK_294,4.8306983507784205,6
U0343,BOK_017,4.806530708552919,7
U0343,BOK_110,4.7860640901398686,8
U0343,BOK_009,4.695188878299419,9
U0343,BOK_117,4.692720811447788,10
U0424,BOK_056,4.791807451336363,1
U0424,BOK_094,4.510527076523789,2
U0424,BOK_110,4.505882443602598,3
U0424,BOK_295,4.501679001538624,4
U0424,BOK_238,4.499017757715589,5
U0424,BOK_294,4.466046906880189,6
U0424,BOK_117,4.4182042640260155,7
U0424,BOK_193,4.385042574882669,8
U0424,BOK_141,4.371504947313651,9
U0424,BOK_009,4.354935976671576,10
U0391,BOK_056,4.363143697313009,1
U0391,BOK_117,4.360870812977933,2
U0391,BOK_295,4.258333278574424,3
U0391,BOK_110,4.232552525971969,4
U0391,BOK_294,4.168313764919976,5
U0391,BOK_193,4.141581702322835,6
